	group	names	scores	logfoldchanges	pvals	pvals_adj
23	Cortex	AT1G78570	6.2338314	5.3239403	4.5516289550387963e-10	3.0689358229349087e-07
24	Cortex	AT2G30990	6.1915717	3.6772277	5.95672700185691e-10	3.8556702537619405e-07
25	Cortex	AT2G15970	6.1097565	4.7395163	9.978321969877738e-10	6.210354081406213e-07
26	Cortex	AT4G34050	6.02997	5.267415	1.6399009692352596e-09	9.828473142283322e-07
27	Cortex	AT2G43340	6.023885	5.1693506	1.7027979069607798e-09	9.840955618014049e-07
28	Cortex	AT3G05890	6.01239	6.3271704	1.8280794989447585e-09	1.0200683604111752e-06
29	Cortex	AT1G06550	5.9643826	3.9028482	2.4556048970094753e-09	1.324553281446911e-06
30	Cortex	AT5G08640	5.9582973	6.856778	2.5487943925877015e-09	1.3304706729307803e-06
31	Cortex	AT2G47060	5.939365	4.053728	2.8612826195553312e-09	1.4469148546763865e-06
32	Cortex	AT5G48000	5.9123187	4.801926	3.3732511985731574e-09	1.6541197241003285e-06
33	Cortex	AT5G53250	5.896767	5.0103736	3.706926068249144e-09	1.7642787540119898e-06
34	Cortex	AT4G32410	5.8805394	3.9465604	4.0893195319806425e-09	1.8875962397426094e-06
35	Cortex	AT5G48560	5.8761444	3.7496903	4.199324226346183e-09	1.8875962397426094e-06
36	Cortex	AT5G11740	5.815966	4.308532	6.028462496102006e-09	2.636556219241153e-06
37	Cortex	AT5G44110	5.745308	5.5196223	9.175390683331095e-09	3.907267685201678e-06
38	Cortex	AT1G76880	5.728742	4.9027185	1.011781481140175e-08	4.1981148532846955e-06
39	Cortex	AT5G06860	5.710824	5.2642384	1.1243059258917765e-08	4.5483796231951825e-06
40	Cortex	AT1G21310	5.702034	4.1790137	1.1838636442119123e-08	4.672507680643211e-06
41	Cortex	AT5G26340	5.672621	5.4126368	1.4062917758471899e-08	5.418241313514102e-06
42	Cortex	AT3G32030	5.668564	4.6069703	1.4399928975314775e-08	5.4190616436870625e-06
43	Cortex	AT2G02960	5.6550407	4.0555625	1.5580921402031103e-08	5.7302379574469845e-06
44	Cortex	AT2G23910	5.6141334	5.630585	1.975498454089375e-08	7.103892440905392e-06
45	Cortex	AT1G17170	5.556322	3.1631432	2.7551857453730322e-08	9.634067273631056e-06
46	Cortex	AT2G30870	5.5536175	7.5514674	2.7981779870266943e-08	9.634067273631056e-06
47	Cortex	AT5G49360	5.546518	5.4455814	2.9141528283550747e-08	9.68511616487662e-06
48	Cortex	AT5G48010	5.5424604	7.5277214	2.9825040655778596e-08	9.68511616487662e-06
49	Cortex	AT2G44670	5.5387416	4.8821826	3.0465239601818545e-08	9.68511616487662e-06
50	Cortex	AT3G53420	5.5384035	2.7337153	3.052409618147989e-08	9.68511616487662e-06
51	Cortex	AT3G19450	5.5333323	3.3735344	3.1420294372343316e-08	9.704887609494077e-06
52	Cortex	AT3G17609	5.531304	4.3179717	3.1785875868445564e-08	9.704887609494077e-06
53	Cortex	AT5G56540	5.4860015	4.6623607	4.111333044771508e-08	1.2306274791391541e-05
54	Cortex	AT1G22740	5.482959	5.0949035	4.1827037048976315e-08	1.2306274791391541e-05
55	Cortex	AT3G19030	5.445094	3.1140342	5.177802547655874e-08	1.4962000147529885e-05
56	Cortex	AT5G36180	5.430557	6.5251026	5.617854148585996e-08	1.5948792251301506e-05
57	Cortex	AT1G19450	5.415005	4.2854357	6.128698085716888e-08	1.7099067659150116e-05
58	Cortex	AT3G57040	5.4068913	3.0343277	6.412808888158688e-08	1.7588487021726084e-05
59	Cortex	AT1G30690	5.400806	3.552977	6.634223900242199e-08	1.789250185895321e-05
60	Cortex	AT1G22830	5.384916	5.210798	7.247847238009604e-08	1.922699409925761e-05
61	Cortex	AT3G23530	5.3318377	4.002283	9.722381570637704e-08	2.5206197140927832e-05
62	Cortex	AT5G02230	5.3301473	5.013244	9.81331368111762e-08	2.5206197140927832e-05
63	Cortex	AT2G01450	5.3176384	2.997232	1.0512272043591983e-07	2.65796228452196e-05
64	Cortex	AT3G17810	5.2611794	3.1136494	1.4313439217056e-07	3.5633857447753874e-05
65	Cortex	AT1G62800	5.24529	3.1487198	1.5603705596132972e-07	3.8257449084336934e-05
66	Cortex	AT3G14840	5.2114816	3.1644204	1.8733830957271878e-07	4.5246395903070676e-05
67	Cortex	AT1G72160	5.196268	3.681257	2.0332887864826898e-07	4.8386292857151304e-05
68	Cortex	AT4G02380	5.157051	3.4907916	2.5086941095329477e-07	5.883433055139443e-05
69	Cortex	AT5G19250	5.1404853	3.879212	2.740298979091331e-07	6.334788297093702e-05
70	Cortex	AT5G40730	5.135414	2.947449	2.815235526910631e-07	6.416357929079977e-05
71	Cortex	AT3G52360	5.104311	3.1021426	3.320022503867173e-07	7.430701235793338e-05
72	Cortex	AT2G31090	5.1022825	4.1135297	3.3558162545916895e-07	7.430701235793338e-05
73	Cortex	AT2G39800	5.099916	3.531456	3.3980465421376036e-07	7.430701235793338e-05
74	Cortex	AT4G39350	5.0901117	4.423035	3.5785303869150637e-07	7.721037162807943e-05
75	Cortex	AT2G34070	5.0857162	5.1033797	3.6624083129441396e-07	7.798038331587113e-05
76	Cortex	AT3G28740	5.066446	3.1179717	4.053116732023533e-07	8.51786168280582e-05
77	Cortex	AT2G25810	5.062051	4.469512	4.1477009184629715e-07	8.604884136226641e-05
78	Cortex	AT5G23870	5.057656	4.6702747	4.244412976372379e-07	8.661792159828852e-05
79	Cortex	AT3G25790	5.0559654	2.7736468	4.2821862117557043e-07	8.661792159828852e-05
80	Cortex	AT5G35200	5.0431185	2.943206	4.5800524586547494e-07	9.149927022956932e-05
81	Cortex	AT4G30470	5.036695	3.3722136	4.7363838393169035e-07	9.234236540701944e-05
82	Cortex	AT2G46330	5.036695	4.2693057	4.7363838393169035e-07	9.234236540701944e-05
83	Cortex	AT4G12520	5.023172	4.4441566	5.082500723460254e-07	9.791074607980218e-05
84	Cortex	AT4G14880	5.0181007	2.6571336	5.21848087772148e-07	9.934759713328116e-05
85	Cortex	AT1G04250	4.99714	4.0147276	5.8186862766552e-07	0.0001094860248009703
86	Cortex	AT3G26690	4.9514995	3.3284502	7.36438971854905e-07	0.00013697764876501232
87	Cortex	AT5G39340	4.9322286	2.9139385	8.129661517984783e-07	0.00014949338941367017
88	Cortex	AT5G10430	4.928848	3.9541442	8.271589423363535e-07	0.00015039422477400983
89	Cortex	AT1G64440	4.9197197	4.262809	8.666815865402737e-07	0.00015438335177259674
90	Cortex	AT1G37130	4.9193816	4.340572	8.681797683417565e-07	0.00015438335177259674
91	Cortex	AT5G42250	4.9007874	2.8063264	9.545327083542529e-07	0.0001678940031150926
92	Cortex	AT3G49845	4.8531184	4.311765	1.2153508472905242e-06	0.0002114710474285512
93	Cortex	AT4G38810	4.833172	4.14362	1.343747578955219e-06	0.0002313247161984399
94	Cortex	AT5G61960	4.8220153	2.4458177	1.4211514119150364e-06	0.00024207444365904337
95	Cortex	AT1G78380	4.812211	6.7111444	1.4926972395017217e-06	0.00025161277843350897
96	Cortex	AT5G17330	4.8000402	2.4074602	1.5863390228490947e-06	0.00026464059863653657
97	Cortex	AT5G28020	4.7685986	3.810042	1.8551174188882247e-06	0.0003062948478146053
98	Cortex	AT1G08500	4.76657	4.012557	1.8738839410237252e-06	0.0003062948478146053
99	Cortex	AT2G26300	4.727015	2.8304336	2.2784435853084573e-06	0.0003686977409746146
100	Cortex	AT4G39070	4.7165346	4.9119515	2.3989554407691097e-06	0.000384355415272532
101	Cortex	AT3G17510	4.6803603	2.2196662	2.8637129805344505e-06	0.0004543196416765537
102	Cortex	AT4G10380	4.678332	7.4469934	2.8921834094562148e-06	0.0004543816692409754
103	Cortex	AT5G61820	4.6763034	3.7598548	2.92092530481504e-06	0.00045448474310112475
104	Cortex	AT1G17745	4.6644707	3.4142609	3.094126675171477e-06	0.00047684912245356996
105	Cortex	AT4G12440	4.657033	5.036085	3.207993496470873e-06	0.000489733497734827
106	Cortex	AT5G54840	4.649257	2.9593441	3.3313291938076193e-06	0.0005038090562074289
107	Cortex	AT4G00430	4.639115	3.2914393	3.499049367727166e-06	0.0005242742302644537
108	Cortex	AT3G24420	4.5965166	3.5650413	4.2961249239270176e-06	0.0006377971882475872
109	Cortex	AT1G66730	4.593474	2.6563802	4.359273066644428e-06	0.0006412886978585467
110	Cortex	AT2G34660	4.5911074	2.8593585	4.409002154861974e-06	0.0006422022053977904
111	Cortex	AT2G39010	4.589417	6.0764995	4.444855209773361e-06	0.0006422022053977904
112	Cortex	AT4G20260	4.58536	3.533963	4.532045731769201e-06	0.000649004991429108
113	Cortex	AT1G68410	4.560004	3.0723536	5.115258770966924e-06	0.0007260975213314628
114	Cortex	AT5G46890	4.5518904	4.4918404	5.316604302070844e-06	0.0007481155723140034
115	Cortex	AT2G30600	4.5309296	3.0035093	5.872474018901754e-06	0.0008192101256367947
116	Cortex	AT5G53460	4.507602	3.3533914	6.556439653373353e-06	0.0009068060382127146
117	Cortex	AT4G16380	4.5045595	3.1450322	6.651080837299062e-06	0.0009120999161794358
118	Cortex	AT2G27000	4.4923887	3.464557	7.042878738610171e-06	0.0009512414772575674
119	Cortex	AT4G12430	4.4920506	5.759443	7.054071021561494e-06	0.0009512414772575674
120	Cortex	AT2G31560	4.4714274	4.7576866	7.76991481891244e-06	0.0010391137322284388
121	Cortex	AT5G42785	4.460609	4.1569457	8.172702881870553e-06	0.0010840219511018794
122	Cortex	AT1G78040	4.446748	3.4378998	8.718004477561961e-06	0.0011469491744382737
123	Cortex	AT2G43150	4.444043	3.0300837	8.82838333715314e-06	0.0011521040254984848
124	Cortex	AT5G60660	4.433901	2.7547064	9.254316847630898e-06	0.0011980268418269055
125	Cortex	AT3G59710	4.4278154	2.4149857	9.51922697108486e-06	0.0012225407210007557
126	Cortex	AT3G28940	4.408207	2.2848053	1.0422992928310968e-05	0.0013280698548498275
127	Cortex	AT5G05270	4.368652	3.1102998	1.2501593493368169e-05	0.001580474889919404
128	Cortex	AT5G67390	4.3659472	4.17347	1.2657310021733236e-05	0.0015828708934180343
129	Cortex	AT3G09940	4.364933	3.9435675	1.2716179467577831e-05	0.0015828708934180343
130	Cortex	AT2G30500	4.359524	3.0630474	1.3034588040895389e-05	0.0015982025623093555
131	Cortex	AT4G32060	4.3591857	3.7378948	1.3054739087555443e-05	0.0015982025623093555
132	Cortex	AT1G20450	4.3578334	5.861292	1.3135640884139432e-05	0.0015982025623093555
133	Cortex	AT4G19120	4.3355203	3.554611	1.4541592073223613e-05	0.0017560600218574963
134	Cortex	AT3G04730	4.33383	3.4188907	1.4653758010832178e-05	0.001756497126898417
135	Cortex	AT3G23810	4.3247013	5.1785946	1.5273851674193813e-05	0.0018151973485991233
136	Cortex	AT5G02270	4.323349	3.1016262	1.5367818363495236e-05	0.0018151973485991233
137	Cortex	AT1G06700	4.3169255	2.9646788	1.5821736935324107e-05	0.0018552706310682224
138	Cortex	AT3G50630	4.3088117	3.7000804	1.64133932475482e-05	0.0019108023707325537
139	Cortex	AT2G01420	4.2854843	4.383704	1.823414332229162e-05	0.0021076064802951645
140	Cortex	AT5G66310	4.2827797	4.8465147	1.845728240596494e-05	0.0021182676871867
141	Cortex	AT1G25550	4.262833	1.9179865	2.0185124073221956e-05	0.002291089710322882
142	Cortex	AT1G23030	4.262157	3.4175897	2.0246312481533317e-05	0.002291089710322882
143	Cortex	AT1G11670	4.2567477	2.5446103	2.0742217679852543e-05	0.0023309067117734295
144	Cortex	AT2G17550	4.252691	3.657608	2.112171318291909e-05	0.0023571831912137706
145	Cortex	AT3G24840	4.2459292	2.66284	2.1768935195326214e-05	0.0024127733515806084
146	Cortex	AT4G31860	4.240858	2.755729	2.2266694207120394e-05	0.00244561818426302
147	Cortex	AT5G27450	4.239844	2.0308347	2.2367537465759914e-05	0.00244561818426302
148	Cortex	AT5G13930	4.2334204	5.653822	2.3016376649129157e-05	0.002499671187491329
149	Cortex	AT3G23750	4.227335	3.9921682	2.3647557775056617e-05	0.002551098532773108
282	Endodermis	AT1G05260	8.143822	5.7161093	3.829926567196547e-16	1.2395174342074907e-12
283	Endodermis	AT1G54730	8.112151	3.698001	4.97312754244947e-16	1.3412524981986222e-12
284	Endodermis	AT3G56130	7.8992057	3.1914663	2.806866595498511e-15	5.677589406044613e-12
285	Endodermis	AT3G32980	7.7575936	5.4657683	8.655603263847419e-15	1.556277466839766e-11
286	Endodermis	AT1G17285	7.620355	4.060758	2.529788733893866e-14	3.721549208351867e-11
287	Endodermis	AT1G65930	7.479799	2.926877	7.443652269474746e-14	8.603798644617167e-11
288	Endodermis	AT5G60400	6.8917847	3.0500343	5.5096745804293285e-12	4.45787770302537e-09
289	Endodermis	AT3G22600	6.8203	5.7007976	9.085060351402893e-12	6.845753891211842e-09
290	Endodermis	AT1G61890	6.7856135	5.3053455	1.1559437104799825e-11	8.132817879559598e-09
291	Endodermis	AT3G22620	6.7026668	7.0660453	2.0464948785030923e-11	1.37984917183071e-08
292	Endodermis	AT3G14990	6.308144	1.9789594	2.824012892034022e-10	1.632077736389091e-07
293	Endodermis	AT3G23470	6.2978888	2.726881	3.0172666563745075e-10	1.683634794256975e-07
294	Endodermis	AT2G48020	6.076045	3.3692846	1.2318274269738429e-09	6.040433764633554e-07
295	Endodermis	AT3G61440	5.8082037	2.3213952	6.314658764982832e-09	2.6890475824987415e-06
296	Endodermis	AT1G54580	5.7806053	2.398556	7.443229383003036e-09	3.088367637839875e-06
297	Endodermis	AT2G46330	5.713947	1.8752487	1.1038558732318e-08	4.154092032706276e-06
298	Endodermis	AT4G23100	5.6733785	1.9316734	1.4000849458593303e-08	4.925255346499061e-06
299	Endodermis	AT1G19450	5.6492486	2.2035713	1.611507076173365e-08	5.37351408171678e-06
300	Endodermis	AT2G21660	5.548808	2.3805892	2.8762368320055225e-08	8.966080017565396e-06
301	Endodermis	AT5G13750	5.516836	2.5563202	3.451571583494549e-08	1.0343209511871997e-05
302	Endodermis	AT1G72210	5.4764185	3.3329844	4.340203838260888e-08	1.2541639019774588e-05
303	Endodermis	AT3G06650	5.3780894	2.196923	7.528041382647155e-08	2.0307499182374426e-05
304	Endodermis	AT2G29980	5.3764305	2.556607	7.597699616150686e-08	2.0307499182374426e-05
305	Endodermis	AT1G61740	5.3750734	1.7395712	7.65515665631467e-08	2.0307499182374426e-05
306	Endodermis	AT4G24130	5.332997	5.340222	9.660500969496427e-08	2.433151822352507e-05
307	Endodermis	AT1G20190	5.3268137	3.029767	9.995067607770802e-08	2.4506088489234412e-05
308	Endodermis	AT1G54100	5.2684493	1.718339	1.375808937853818e-07	3.2119765093559615e-05
309	Endodermis	AT5G28020	5.2666397	1.9428531	1.3894349008461087e-07	3.2119765093559615e-05
310	Endodermis	AT1G06550	5.2547255	2.1748288	1.4824530174391348e-07	3.3318131566944556e-05
311	Endodermis	AT4G30350	5.247939	2.1728816	1.5381010918328475e-07	3.4095276531560466e-05
312	Endodermis	AT3G02470	5.2067676	1.5025868	1.9215853673220776e-07	4.202039785676468e-05
313	Endodermis	AT1G17970	5.0918493	3.4697165	3.545880881894926e-07	7.172430553852962e-05
314	Endodermis	AT1G16060	5.0797844	3.0507143	3.7786370324953936e-07	7.548877093807464e-05
315	Endodermis	AT3G15450	4.9775343	1.9441633	6.439944992980403e-07	0.00011846700319811697
316	Endodermis	AT3G56275	4.964112	3.6227438	6.901616559613785e-07	0.0001227274276567805
317	Endodermis	AT2G44160	4.9378705	1.9339685	7.898020257210092e-07	0.00013742555247545562
318	Endodermis	AT3G18000	4.9084625	3.737321	9.179322623938921e-07	0.00015635768284271538
319	Endodermis	AT3G57520	4.87453	3.063707	1.090679198971662e-06	0.00017649370797759433
320	Endodermis	AT5G47870	4.788115	2.42388	1.6835533457769917e-06	0.00026709078668003214
321	Endodermis	AT2G30520	4.7749944	1.8450421	1.79712431763576e-06	0.00028234044376681427
322	Endodermis	AT5G15230	4.74257	2.466611	2.110241615646847e-06	0.00031618453541108586
323	Endodermis	AT1G17170	4.739252	1.472413	2.1450873050655485e-06	0.00031845690615202484
324	Endodermis	AT3G05020	4.6852612	2.6186466	2.7960291969843273e-06	0.00040040127845664055
325	Endodermis	AT5G10280	4.637454	5.8312664	3.527269068441877e-06	0.0004878484450044996
326	Endodermis	AT1G08430	4.6291595	2.7072256	3.6715295731262807e-06	0.0004992663155657939
327	Endodermis	AT2G25710	4.600958	2.4327483	4.20552807252593e-06	0.0005548881556302074
328	Endodermis	AT5G05270	4.6003547	3.081894	4.217726062446886e-06	0.0005548881556302074
329	Endodermis	AT1G35516	4.5977907	1.4176842	4.269946782662535e-06	0.0005572280551374608
330	Endodermis	AT4G09030	4.5558653	1.6180394	5.2170419276182234e-06	0.0006676094015267049
331	Endodermis	AT2G02390	4.507907	1.7044322	6.547025723356589e-06	0.0008276872676199712
332	Endodermis	AT5G01600	4.486944	2.688717	7.22519853146423e-06	0.0009063423460166989
333	Endodermis	AT5G02580	4.4370255	2.5363703	9.121045138081921e-06	0.0011181572153366793
334	Endodermis	AT2G36080	4.403847	2.4257376	1.0634792898869527e-05	0.001284270288727662
335	Endodermis	AT5G03630	4.392838	1.3822138	1.1188058792969662e-05	0.0013410753139839636
336	Endodermis	AT3G16800	4.3901234	2.712821	1.1328645093933103e-05	0.0013479421684560698
337	Endodermis	AT5G65020	4.3383946	2.3537776	1.4352711508037291e-05	0.0015907916275552019
338	Endodermis	AT3G17820	4.271887	2.1690643	1.9382580579632583e-05	0.0020765026511762167
339	Endodermis	AT1G36160	4.2696247	1.979883	1.9580205449789904e-05	0.0020765026511762167
340	Endodermis	AT1G08660	4.239161	1.2210814	2.2435682742239258e-05	0.002357494922953998
341	Endodermis	AT4G33580	4.223627	2.5224516	2.404014780605778e-05	0.0024621371632761206
342	Endodermis	AT1G01090	4.21111	2.6232052	2.5411902338704493e-05	0.0025541329418938886
343	Endodermis	AT3G60530	4.1714463	2.0496056	3.0267210192855078e-05	0.002968387850550187
344	Endodermis	AT5G47770	4.1372123	1.2374271	3.515508115665794e-05	0.0033267808378774195
345	Endodermis	AT5G41040	4.1316323	5.721209	3.601963163674807e-05	0.003369188896796863
346	Endodermis	AT5G03300	4.1280127	1.8289813	3.65911749296943e-05	0.00340297926846157
347	Endodermis	AT4G17460	4.1139874	2.0868158	3.8888278889065424e-05	0.003575512096493504
348	Endodermis	AT1G62640	4.093326	2.598883	4.25228924151667e-05	0.003822808028123486
349	Endodermis	AT3G27770	4.0277233	1.6265639	5.631960658982276e-05	0.004970706028188326
350	Endodermis	AT1G04220	3.9962034	5.1277175	6.436639921740643e-05	0.005569930867037813
351	Endodermis	AT4G14030	3.9737327	1.6933156	7.07549887316833e-05	0.006026090671874206
352	Endodermis	AT4G39660	3.964684	2.1853833	7.349326108986775e-05	0.006194103911230417
353	Endodermis	AT1G45130	3.9571433	2.2676833	7.585141442859896e-05	0.00635972843670253
354	Endodermis	AT5G58000	3.9336169	2.4002187	8.367716361830599e-05	0.006938429377915032
355	Endodermis	AT2G14900	3.9313545	6.4775934	8.446858159988019e-05	0.006938429377915032
356	Endodermis	AT5G59840	3.9280367	0.9634184	8.564213302525543e-05	0.006999297962700421
357	Endodermis	AT2G30600	3.9185357	1.6713505	8.908857070398448e-05	0.007208156255659384
358	Endodermis	AT2G48130	3.9185357	5.4271994	8.908857070398448e-05	0.007208156255659384
359	Endodermis	AT1G11580	3.9088836	1.6248232	9.272359776672817e-05	0.007409871428685271
360	Endodermis	AT3G19820	3.8527818	1.9147393	0.00011678346005034256	0.008872253288895038
361	Endodermis	AT3G19450	3.8078399	1.9712476	0.00014018594988666377	0.010358397447789923
362	Endodermis	AT5G17920	3.7396731	1.4302702	0.0001842596896573899	0.01313519955081887
363	Endodermis	AT1G55340	3.7375617	1.2252779	0.00018581343585471788	0.013187864118425634
364	Endodermis	AT5G36160	3.6850793	2.7925837	0.00022863137206167655	0.015878595977262017
365	Endodermis	AT2G28470	3.6807058	4.1227417	0.00023258920368689887	0.01608443800880939
366	Endodermis	AT4G11820	3.6200795	1.3950571	0.0002945123803342645	0.01953175907008705
367	Endodermis	AT1G62480	3.5954974	1.7527472	0.00032377243704097383	0.02105350114350765
368	Endodermis	AT2G39280	3.587806	1.2177799	0.0003334723183880977	0.02149900022372987
369	Endodermis	AT2G16750	3.5751379	2.268158	0.0003500434971873181	0.02238894810863708
370	Endodermis	AT4G13930	3.573479	1.3996041	0.00035226969718585023	0.022442630865596176
371	Endodermis	AT5G28640	3.5671449	3.388153	0.0003608921145642763	0.022901789011290665
372	Endodermis	AT2G38400	3.5329106	3.8989956	0.0004110114940249473	0.025679490333249795
373	Endodermis	AT2G37080	3.506971	3.00977	0.00045323857404532897	0.02820887155846736
374	Endodermis	AT2G37300	3.503653	4.110618	0.0004589227194785177	0.028453208607668097
375	Endodermis	AT5G41790	3.495811	1.4742272	0.00047262345983258784	0.029190812316835638
376	Endodermis	AT4G03610	3.4851034	1.6549214	0.0004919470630349529	0.03009116509668587
377	Endodermis	AT5G13710	3.4783168	1.9374893	0.0005045732230710172	0.03069550336742556
378	Endodermis	AT4G08390	3.4759037	1.3688248	0.0005091348660236347	0.030857005250915566
379	Endodermis	AT2G38180	3.474848	2.876867	0.0005111426489009427	0.030863098300429305
380	Endodermis	AT5G66390	3.4682124	6.859375	0.0005239329627022654	0.03143631399968015
381	Endodermis	AT5G55790	3.4679108	1.6038488	0.0005245213681815376	0.03143631399968015
382	Endodermis	AT5G08640	3.4665534	1.4341443	0.0005271768218379918	0.0314788757600826
383	Endodermis	AT1G54630	3.4623308	1.310644	0.0005355185674533331	0.03185941712694793
384	Endodermis	AT4G20070	3.431716	2.6315608	0.0005997752150925514	0.03529295465682788
385	Endodermis	AT4G11290	3.4231198	5.42022	0.0006190679205632254	0.03590593939266708
386	Endodermis	AT1G20950	3.4193494	1.7793734	0.000627710476958463	0.036252396130147135
387	Endodermis	AT5G53900	3.417389	1.4502844	0.0006322488404666902	0.036252396130147135
388	Endodermis	AT3G49810	3.402911	1.6665953	0.0006667198619818117	0.03798894650207633
389	Endodermis	AT4G16710	3.3735027	1.1852357	0.0007421829460217773	0.041130152166179455
390	Endodermis	AT5G42620	3.3677719	1.2420028	0.0007577824896567848	0.04170896682866017
391	Endodermis	AT5G54230	3.3507302	3.6726606	0.0008059877305982887	0.043474978188471694
392	Endodermis	AT1G52760	3.3475633	1.0317543	0.0008152539388593768	0.04382870178944331
393	Endodermis	AT5G27380	3.3275054	1.3417827	0.0008762732955563086	0.046491326126859626
394	Endodermis	AT4G17190	3.3161943	1.4124235	0.0009125232407669104	0.04778786757957976
395	Endodermis	AT2G36530	3.310162	1.0758756	0.0009324200466139711	0.04851582377590765
396	Endodermis	AT2G41150	3.30051	2.4914289	0.0009650926884877892	0.04973608243665415
397	Epidermis	AT1G07590	17.184341	11.712428	3.478772457572757e-66	5.629349590844235e-62
398	Epidermis	AT2G01530	15.91944	9.948061	4.645128154284736e-57	3.7583731896317795e-53
399	Epidermis	AT1G19020	14.60834	5.6013293	2.484996286544913e-48	1.3404069969623262e-44
400	Epidermis	AT3G21710	14.467157	4.763778	1.9538056009856108e-47	7.904120558787288e-44
401	Epidermis	AT3G26470	14.325688	7.0108657	1.5122186471260062e-46	4.894144429558607e-43
402	Epidermis	AT1G65510	14.235154	4.876021	5.544065136117514e-46	1.4952343672108936e-42
403	Epidermis	AT1G07610	14.064846	8.919053	6.245883597165506e-45	1.4438698338476033e-41
404	Epidermis	AT3G09260	14.00602	13.431504	1.4320893286046354e-44	2.896758689435026e-41
405	Epidermis	AT3G21510	13.553348	4.5102973	7.569791912685223e-42	1.361048585900803e-38
406	Epidermis	AT1G14870	12.931658	4.17218	2.9831615505375344e-38	4.649853046096282e-35
407	Epidermis	AT4G37010	12.92721	3.8157468	3.160819645721116e-38	4.649853046096282e-35
408	Epidermis	AT1G51830	12.833662	5.139403	1.0622160453211718e-37	1.4323983371156003e-34
409	Epidermis	AT3G22460	12.479703	5.2614946	9.634579897531883e-36	1.1992828607835456e-32
410	Epidermis	AT5G08240	12.459759	4.396968	1.2374367385751612e-35	1.430300093115947e-32
411	Epidermis	AT3G17510	12.415137	3.5509512	2.1631462965456162e-35	2.3336022247134106e-32
412	Epidermis	AT1G45015	12.207238	7.4022217	2.8437930638933463e-34	2.876141209995133e-31
413	Epidermis	AT4G37070	12.190452	4.0768356	3.494805869164404e-34	3.326644033812846e-31
414	Epidermis	AT5G19230	12.058739	4.045009	1.744339068572312e-33	1.5681608226465083e-30
415	Epidermis	AT3G28940	11.908374	4.2274323	1.0704447203626227e-32	9.116808665741032e-30
416	Epidermis	AT3G01290	11.802487	4.538984	3.7894266388968467e-32	3.066025093531439e-29
417	Epidermis	AT1G56010	11.690431	4.093063	1.426607512374942e-31	1.099302988821491e-28
418	Epidermis	AT3G05165	11.544227	3.6042798	7.89479361128216e-31	5.806979555353087e-28
419	Epidermis	AT5G19240	11.214085	6.974806	3.477659325227093e-29	2.4467601391662963e-26
420	Epidermis	AT1G76180	11.061137	5.7709126	1.9362681556665202e-28	1.3055288039581512e-25
421	Epidermis	AT2G46430	11.03029	5.476881	2.72984945599773e-28	1.7669769558782107e-25
422	Epidermis	AT5G47740	10.835016	4.3111887	2.3492399160159013e-27	1.4621307815757428e-24
423	Epidermis	AT1G79245	10.751656	6.0874686	5.820738847623488e-27	3.488562816009011e-24
424	Epidermis	AT2G43150	10.531704	3.3667445	6.170719930359932e-26	3.4432617211408423e-23
