	group	names	scores	logfoldchanges	pvals	pvals_adj
425	Epidermis	AT1G71697	10.508317	2.680848	7.909230049170735e-26	4.2662386885226944e-23
426	Epidermis	AT1G16880	10.372874	3.863603	3.2946399868152906e-25	1.7198020731175818e-22
427	Epidermis	AT1G73660	10.320074	3.5586925	5.717897376115003e-25	2.8914692293841555e-22
428	Epidermis	AT1G66200	10.123509	4.281753	4.34548677303484e-24	2.130868695795448e-21
429	Epidermis	AT1G08930	10.115188	3.61971	4.7310877491743646e-24	2.2517194693276345e-21
430	Epidermis	AT5G54940	10.10084	3.743981	5.4770995215965125e-24	2.5322978416707077e-21
431	Epidermis	AT1G72510	9.952053	4.6384945	2.4703228215427202e-23	1.1104101082834527e-20
432	Epidermis	AT5G62480	9.927662	5.3196054	3.155669826835495e-23	1.3801364631851885e-20
433	Epidermis	AT1G32230	9.899541	3.247861	4.1819153621443113e-23	1.7808356418478747e-20
434	Epidermis	AT4G02380	9.634968	3.7990613	5.691002132579115e-22	2.3613281156255187e-19
435	Epidermis	AT2G25460	9.611007	5.3954997	7.184311490407561e-22	2.906413213444379e-19
436	Epidermis	AT5G42600	9.556055	5.1078014	1.2233149611243472e-21	4.8282152929059e-19
437	Epidermis	AT1G05570	9.547589	4.3824415	1.3274902993869696e-21	5.114630482066653e-19
438	Epidermis	AT5G45070	9.539699	6.3733373	1.4324859673684066e-21	5.390811145105943e-19
439	Epidermis	AT1G78070	9.512151	2.886714	1.8676117960199163e-21	6.86856683708961e-19
440	Epidermis	AT2G38470	9.491346	3.1260502	2.2806970151374834e-21	8.167953138495052e-19
441	Epidermis	AT3G49780	9.489481	4.113611	2.3218751969519987e-21	8.167953138495052e-19
442	Epidermis	AT3G19030	9.441129	2.8400984	3.687844242526724e-21	1.2697169262248394e-18
443	Epidermis	AT3G25930	9.415876	3.8655052	4.691501688632055e-21	1.5816225067800816e-18
444	Epidermis	AT5G36180	9.400238	1.8937274	5.443993185194326e-21	1.7978509739349914e-18
445	Epidermis	AT3G09220	9.376564	7.573001	6.815774849910074e-21	2.2058573724248966e-18
446	Epidermis	AT3G13040	9.358629	3.542024	8.077789704605939e-21	2.5630351568614373e-18
447	Epidermis	AT3G27210	9.328356	3.0062366	1.0752640208912245e-20	3.3461389203964987e-18
448	Epidermis	AT4G20260	9.205108	1.8930172	3.4132825508834556e-20	1.0421460044980392e-17
449	Epidermis	AT3G52800	9.129495	2.66958	6.881953784613217e-20	2.0622921507890938e-17
450	Epidermis	AT1G21110	9.105391	5.9870152	8.59564459258567e-20	2.528994923585842e-17
451	Epidermis	AT5G42250	9.069091	3.3083174	1.2001417319450588e-19	3.467980983274097e-17
452	Epidermis	AT2G36380	9.046708	2.369443	1.4734295046232636e-19	4.1108683178989055e-17
453	Epidermis	AT2G28570	9.007396	3.5988343	2.110081726593996e-19	5.787346186397295e-17
454	Epidermis	AT5G25770	8.994769	2.099897	2.3672876707214477e-19	6.384574847935745e-17
455	Epidermis	AT5G18860	8.992331	3.0747716	2.4204321930450844e-19	6.420890778336976e-17
456	Epidermis	AT1G69310	8.971095	3.388834	2.9357977359181366e-19	7.662432090746337e-17
457	Epidermis	AT2G40110	8.960478	2.575111	3.232735337828146e-19	8.303511624878581e-17
458	Epidermis	AT4G36990	8.898353	2.8346698	5.668188747684787e-19	1.4331660986724252e-16
459	Epidermis	AT1G05340	8.849569	3.982447	8.785732479411155e-19	2.187241892028174e-16
460	Epidermis	AT5G07100	8.827475	5.4215364	1.0706607775891644e-18	2.625065561052706e-16
461	Epidermis	AT3G46700	8.803083	4.502034	1.3310810467385087e-18	3.2148587310929174e-16
462	Epidermis	AT5G14120	8.781274	4.3047743	1.6163279785464116e-18	3.846385198358534e-16
463	Epidermis	AT2G45380	8.74067	2.1472688	2.3173180922351432e-18	5.43461469109407e-16
464	Epidermis	AT3G26440	8.702505	2.8650868	3.246373820942922e-18	7.504688738642623e-16
465	Epidermis	AT2G31570	8.6146965	2.3646	7.012708628874501e-18	1.5983049441189744e-15
466	Epidermis	AT4G27652	8.59547	2.9221125	8.292431680791595e-18	1.863724020257911e-15
467	Epidermis	AT3G12977	8.55257	3.5064306	1.2037700692046765e-17	2.66841195340686e-15
468	Epidermis	AT1G05710	8.544967	2.8569698	1.2857377403795045e-17	2.811595691192046e-15
469	Epidermis	AT3G05880	8.524162	3.1982224	1.539200448957851e-17	3.285415638130576e-15
470	Epidermis	AT1G62570	8.523875	2.6707044	1.543020569138078e-17	3.285415638130576e-15
471	Epidermis	AT1G51270	8.517706	4.427956	1.6274537612123306e-17	3.3247088170781375e-15
472	Epidermis	AT3G51730	8.517419	2.8015218	1.6314899318859376e-17	3.3247088170781375e-15
473	Epidermis	AT5G59820	8.516701	2.8948953	1.6416236224155003e-17	3.3247088170781375e-15
474	Epidermis	AT5G58200	8.516558	2.2313066	1.643657801052101e-17	3.3247088170781375e-15
475	Epidermis	AT1G70690	8.473802	4.7731466	2.3751241805719073e-17	4.7449703074092106e-15
476	Epidermis	AT5G05140	8.470358	2.3457105	2.446403286634748e-17	4.827768046868719e-15
477	Epidermis	AT5G04830	8.462466	2.1990159	2.6178083255644115e-17	5.103780039070278e-15
478	Epidermis	AT1G18300	8.447258	3.1890306	2.982244418228136e-17	5.7450808542580595e-15
479	Epidermis	AT5G12340	8.420714	5.3742385	3.741951282588137e-17	7.123794782922497e-15
480	Epidermis	AT5G09978	8.408376	3.727959	4.157287038927366e-17	7.822467309758447e-15
481	Epidermis	AT3G24503	8.405219	2.904052	4.270642977050763e-17	7.943395937314417e-15
482	Epidermis	AT1G52200	8.400341	4.7396264	4.451852899620697e-17	8.186350411552513e-15
483	Epidermis	AT3G30390	8.311241	2.810213	9.470643604262967e-17	1.7028217200464816e-14
484	Epidermis	AT1G69450	8.298471	2.4686277	1.0545949968924473e-16	1.8753248615069873e-14
485	Epidermis	AT5G07440	8.293736	4.0408144	1.0974531379092766e-16	1.9303246388747732e-14
486	Epidermis	AT1G20440	8.291441	2.6725998	1.1188465846613677e-16	1.9467930573107796e-14
487	Epidermis	AT1G79270	8.283263	2.0339355	1.1984562098789575e-16	2.0631296157724777e-14
488	Epidermis	AT1G08320	8.213102	3.2085161	2.1554617960709771e-16	3.67154555621269e-14
489	Epidermis	AT1G26440	8.034041	2.1798613	9.43131023689859e-16	1.5897652318072187e-13
490	Epidermis	AT2G01890	7.9406376	4.4242516	2.0114449854669758e-15	3.3555879128687217e-13
491	Epidermis	AT5G43580	7.93332	4.146562	2.13363249199248e-15	3.523106223002277e-13
492	Epidermis	AT4G05320	7.9249988	1.943968	2.2814897543321645e-15	3.729198707535665e-13
493	Epidermis	AT3G01420	7.905916	4.2159805	2.659704733203681e-15	4.3039341992701965e-13
494	Epidermis	AT1G21100	7.8874073	6.0148983	3.085290079211478e-15	4.939930962856525e-13
495	Epidermis	AT2G23810	7.8862596	2.3209205	3.113786665500961e-15	4.939930962856525e-13
496	Epidermis	AT4G27654	7.8687553	3.239152	3.581871417623767e-15	5.627363425241534e-13
497	Epidermis	AT3G16460	7.860003	2.92397	3.841239585467754e-15	5.919898949718018e-13
498	Epidermis	AT1G18200	7.8192554	4.036127	5.313670746898187e-15	8.111869813802496e-13
499	Epidermis	AT1G21310	7.8046207	3.481404	5.968078719638078e-15	9.025742975811531e-13
500	Epidermis	AT5G25560	7.7881207	2.1269195	6.801319543131858e-15	1.01906437821259e-12
501	Epidermis	AT5G62570	7.777073	2.4922667	7.42218364116718e-15	1.1018878502877733e-12
502	Epidermis	AT1G79380	7.7604294	1.483888	8.464226100087582e-15	1.2451646068328842e-12
503	Epidermis	AT2G25735	7.7562685	5.370666	8.746466425179864e-15	1.2750929702005455e-12
504	Epidermis	AT4G15563	7.709495	2.0477135	1.2631672634477135e-14	1.8250511300991876e-12
505	Epidermis	AT2G41380	7.6746297	2.4615378	1.658971544484442e-14	2.3757059763581626e-12
506	Epidermis	AT5G54840	7.670038	2.0620594	1.719448166095747e-14	2.440711423136963e-12
507	Epidermis	AT5G11650	7.642491	2.1127899	2.1305941197935092e-14	2.9721787971119454e-12
508	Epidermis	AT5G56870	7.62843	5.1803555	2.376300664067636e-14	3.286606610764315e-12
509	Epidermis	AT5G23510	7.57893	3.4685028	3.484163990144348e-14	4.778028956653885e-12
510	Epidermis	AT1G45145	7.5688868	2.9502308	3.7643669124511205e-14	5.118906334225549e-12
511	Epidermis	AT3G59210	7.559991	2.9788482	4.030974603917697e-14	5.4357692533830136e-12
512	Epidermis	AT1G27730	7.5391865	3.3669438	4.7291170754863314e-14	6.324510125249572e-12
513	Epidermis	AT5G13180	7.5225434	2.5656314	5.372085177958317e-14	7.1254985532558595e-12
514	Epidermis	AT5G65300	7.4941344	2.736319	6.673720967912248e-14	8.78001241485821e-12
515	Epidermis	AT2G45920	7.4647217	3.1811848	8.347588853463085e-14	1.0893603453769326e-11
516	Epidermis	AT2G30840	7.461852	4.523687	8.531462880261483e-14	1.1044490586271305e-11
517	Epidermis	AT2G39420	7.436313	2.4486604	1.0353432989275073e-13	1.3296766081940416e-11
518	Epidermis	AT5G57010	7.415365	3.4527326	1.2129005285668068e-13	1.545445382147092e-11
519	Epidermis	AT3G44260	7.338031	2.6264002	2.167594373723669e-13	2.7403134496559695e-11
520	Epidermis	AT3G16420	7.3244004	4.0799913	2.399693581280947e-13	3.0102202738207976e-11
521	Epidermis	AT5G11090	7.3205266	2.0800083	2.470000842151327e-13	3.0745810482840596e-11
522	Epidermis	AT1G56660	7.3182306	5.2605987	2.512615103032486e-13	3.089928424785016e-11
523	Epidermis	AT2G01670	7.3178005	3.3070714	2.520685293313555e-13	3.089928424785016e-11
524	Epidermis	AT4G32020	7.316796	1.6036314	2.539614883799327e-13	3.089928424785016e-11
525	Epidermis	AT1G73300	7.305318	3.903627	2.766122461873611e-13	3.3404025132864754e-11
526	Epidermis	AT5G48657	7.285374	2.374725	3.207783354043392e-13	3.845062980380013e-11
527	Epidermis	AT4G23430	7.280783	3.0732124	3.318880402698663e-13	3.9489796085639536e-11
528	Epidermis	AT5G48290	7.2638526	4.686069	3.762177806047486e-13	4.4437635954350664e-11
529	Epidermis	AT5G11670	7.240896	2.3437715	4.4572941121435213e-13	5.226661834978729e-11
530	Epidermis	AT5G06300	7.2345834	2.5951328	4.669610414862896e-13	5.4362327865691634e-11
531	Epidermis	AT1G20450	7.217222	2.7548378	5.306017421000434e-13	6.132998136187789e-11
532	Epidermis	AT1G15740	7.2153573	3.1371977	5.379260075922348e-13	6.173559329686201e-11
533	Epidermis	AT3G62190	7.1899614	2.70718	6.480955674077327e-13	7.385551036473191e-11
534	Epidermis	AT4G37520	7.155957	2.2155116	8.309098730949023e-13	9.402645850644553e-11
535	Epidermis	AT1G06983	7.140605	5.9906297	9.292088199872073e-13	1.0441984114606242e-10
536	Epidermis	AT5G44480	7.107749	2.390169	1.1795100378404506e-12	1.3073172213927516e-10
537	Epidermis	AT2G40000	7.1017227	2.0807092	1.2321125873226578e-12	1.3563296522486564e-10
538	Epidermis	AT4G36500	7.1007185	2.4876168	1.241100680977724e-12	1.3569926499717248e-10
539	Epidermis	AT1G80380	7.0800576	3.5100925	1.4409460497812584e-12	1.5649254347355922e-10
540	Epidermis	AT4G29905	7.067862	4.2708697	1.5733896645093898e-12	1.6973727700727298e-10
541	Epidermis	AT5G47730	7.040745	2.0103562	1.9121518339662383e-12	2.0491682766385208e-10
542	Epidermis	AT3G21070	7.026253	1.9858222	2.1215307540943285e-12	2.2585928067601595e-10
543	Epidermis	AT4G17340	7.0248184	3.0727875	2.1434456475648417e-12	2.2670089848950503e-10
544	Epidermis	AT3G16400	6.949493	3.3399253	3.6660204544448385e-12	3.8521781164822324e-10
545	Epidermis	AT3G54500	6.9470534	1.9126097	3.729940321914242e-12	3.8940576960784694e-10
546	Epidermis	AT2G02960	6.89698	1.7226083	5.3119721401627845e-12	5.510149562315011e-10
1068	Pericycle	AT4G34600	11.809191	6.215917	3.499114343347129e-32	5.662266830404323e-28
1069	Pericycle	AT3G62040	11.19101	9.820457	4.5126078768508427e-29	3.6511510331600166e-25
1070	Pericycle	AT4G33420	10.658427	6.7840424	1.5926720877975594e-26	8.590873241580035e-23
1071	Pericycle	AT1G31050	10.574796	7.308507	3.900281495223081e-26	1.5778588788924973e-22
1072	Pericycle	AT5G59780	10.363421	8.557412	3.637131139886093e-25	1.1771211221127352e-21
1073	Pericycle	AT2G22860	9.861409	6.152437	6.118447042886192e-23	1.650145167466406e-19
1074	Pericycle	AT1G32450	9.253928	9.643907	2.1638973783665992e-20	5.0023124823897584e-17
1075	Pericycle	AT2G40900	8.999101	6.513103	2.2757339826420427e-19	4.603240913389191e-16
1076	Pericycle	AT3G46130	8.892323	9.439585	5.984474693150257e-19	1.0760085498284162e-15
1077	Pericycle	AT4G01450	8.58487	7.084721	9.093930114675665e-18	1.471579771156816e-14
1078	Pericycle	AT3G08040	8.370658	8.300964	5.72975943763981e-17	8.428997019989764e-14
1079	Pericycle	AT2G36120	8.099016	5.661826	5.540538512148237e-16	7.471416183631898e-13
1080	Pericycle	AT3G16340	7.7799907	3.0124753	7.252996057212021e-15	9.02830632290807e-12
1081	Pericycle	AT2G19110	7.7561893	5.2387743	8.751943304716171e-15	1.0115996182636935e-11
1082	Pericycle	AT4G09030	7.542632	2.5502706	4.6057967977517566e-14	4.658187736326183e-11
1083	Pericycle	AT2G30860	7.254395	3.7647622	4.0346053397210315e-13	3.84046962396269e-10
1084	Pericycle	AT2G36650	7.1869216	8.239835	6.626844161407886e-13	5.957532901105689e-10
1085	Pericycle	AT3G14990	6.9406104	3.5317864	3.904099567093349e-12	3.3250599576160302e-09
1086	Pericycle	AT2G25450	6.886675	4.1462874	5.711150802913242e-12	4.620892114637105e-09
1087	Pericycle	AT2G04800	6.856541	2.7134874	7.054778051771347e-12	5.189109928807452e-09
1088	Pericycle	AT2G41480	6.7554398	8.3318	1.4240253493330039e-11	1.0018947044742029e-08
1089	Pericycle	AT1G15380	6.689276	5.8873396	2.2427669449814506e-11	1.512185612653743e-08
1090	Pericycle	AT3G11930	6.539044	7.0846334	6.191332584776183e-11	4.007525755473928e-08
1091	Pericycle	AT3G47510	6.388593	5.285543	1.67418876700697e-10	1.0419893318348764e-07
1092	Pericycle	AT4G15340	6.3820424	4.842615	1.747417091074395e-10	1.047285309917254e-07
1093	Pericycle	AT3G23430	6.356494	5.4622025	2.064104823174596e-10	1.1929051517361184e-07
1094	Pericycle	AT5G47720	6.1444654	5.3985276	8.023332412799106e-10	4.188179519481134e-07
1095	Pericycle	AT1G09932	5.824348	3.672143	5.733605786826558e-09	2.8115517831038594e-06
1096	Pericycle	AT4G04830	5.78679	4.4781423	7.174430964724658e-09	3.4146071138580712e-06
1097	Pericycle	AT5G14880	5.72281	4.249542	1.0477650602893043e-08	4.84426691588615e-06
1098	Pericycle	AT4G30460	5.71211	5.5611506	1.115838121235088e-08	5.015692354951721e-06
1099	Pericycle	AT5G43180	5.64551	7.1192937	1.6469229328135184e-08	7.202839702375231e-06
1100	Pericycle	AT3G30875	5.6121006	6.20686	1.998850041787525e-08	8.511945099001508e-06
1101	Pericycle	AT5G64900	5.5164585	2.1769829	3.4589903222887846e-08	1.399334534881928e-05
1102	Pericycle	AT2G46650	5.4566274	4.558276	4.8526264445821517e-08	1.9152488079567897e-05
1103	Pericycle	AT3G02850	5.2336807	4.850211	1.6616729858012596e-07	5.845476577442605e-05
1104	Pericycle	AT4G24060	5.1579094	1.9316192	2.49722281845027e-07	8.246950948604546e-05
1105	Pericycle	AT2G28310	5.0823565	2.5813842	3.727808886067098e-07	0.00012064680678867556
1106	Pericycle	AT1G21050	5.025146	5.331951	5.030499848482547e-07	0.00015961480107479329
1107	Pericycle	AT3G11420	5.012699	2.713352	5.367173787197801e-07	0.00016702231966237466
1108	Pericycle	AT3G54390	4.999379	5.215596	5.751517250621565e-07	0.00017352868418600337
1109	Pericycle	AT1G44800	4.993265	5.412631	5.9366963634162e-07	0.00017466840100509266
1110	Pericycle	AT3G44260	4.917057	1.6235027	8.785493191844465e-07	0.0002494155277726792
1111	Pericycle	AT3G56240	4.8611565	1.0426087	1.1670186278920306e-06	0.00032559819718187653
1112	Pericycle	AT5G14200	4.797832	7.6055512	1.60392300575964e-06	0.00042971266012989883
1113	Pericycle	AT1G20450	4.792591	1.439909	1.646408659501528e-06	0.00042971266012989883
1114	Pericycle	AT2G43910	4.73145	3.4518888	2.2292162470028815e-06	0.0005654654836575824
1115	Pericycle	AT1G61340	4.730795	2.256557	2.2364226272454133e-06	0.0005654654836575824
1116	Pericycle	AT4G39260	4.6572075	2.6035264	3.205276673766297e-06	0.0007858755626497913
1117	Pericycle	AT4G36060	4.62489	7.014611	3.7479754385969918e-06	0.0008789817180779205
1118	Pericycle	AT4G12030	4.590607	7.849242	4.4195853353024575e-06	0.0010072919703642868
1119	Pericycle	AT1G75750	4.5635304	2.9754882	5.030053521138913e-06	0.0011305045288759706
1120	Pericycle	AT2G32150	4.4735656	1.6229943	7.692596506404884e-06	0.001659754622221918
1121	Pericycle	AT3G25190	4.4633026	5.896523	8.070596364379831e-06	0.0017183998732683476
1122	Pericycle	AT1G61660	4.43033	3.3901505	9.408898389193725e-06	0.0019272758700497829
1123	Pericycle	AT2G36950	4.424434	3.180726	9.669533627603627e-06	0.001955904914523524
1124	Pericycle	AT5G52882	4.4030347	2.8143995	1.0674699687335316e-05	0.002132567781980989
1125	Pericycle	AT1G21440	4.3897147	6.999916	1.1349939433849086e-05	0.0022398136575432427
1126	Pericycle	AT4G30450	4.3783603	6.2488494	1.1957568015474648e-05	0.0023035400669810806
1127	Pericycle	AT5G62680	4.2857747	4.482715	1.82103289030453e-05	0.003348631162603171
1128	Pericycle	AT5G13740	4.245378	3.5043998	2.182251189368594e-05	0.003967774016445234
1129	Pericycle	AT5G61600	4.2359886	2.668218	2.2754834902312673e-05	0.0040913193154358185
1130	Pericycle	AT3G61850	4.2213583	2.778158	2.4283450727387557e-05	0.004233515639928101
1131	Pericycle	AT1G76040	4.1305203	3.3153973	3.6194341093765306e-05	0.006101008620617815
1132	Pericycle	AT2G02130	4.1176367	3.4655392	3.827772965638818e-05	0.006385672384532717
1133	Pericycle	AT4G27280	4.0822625	1.7097716	4.459941859597166e-05	0.007217077917200134
1134	Pericycle	AT4G23980	4.0763664	2.1580927	4.5744889208634216e-05	0.007329146506674444
1135	Pericycle	AT5G54940	4.070034	1.3766632	4.7006261978170816e-05	0.0074574052091250995
1136	Pericycle	AT2G23810	4.0630465	1.8238255	4.843637240088379e-05	0.007513789706646209
1137	Pericycle	AT4G13430	4.049945	3.3186867	5.1229705743231433e-05	0.007820746210726141
1138	Pericycle	AT4G39950	4.0296373	3.9929895	5.5862990141253386e-05	0.008448363611829554
1139	Pericycle	AT1G80050	3.9946995	4.4486976	6.477636704267047e-05	0.00953953794046598
1140	Pericycle	AT5G44350	3.9922974	4.011188	6.543620760052675e-05	0.00953953794046598
1141	Pericycle	AT5G39670	3.9508088	4.2766967	7.788750849401538e-05	0.010865307434915145
1142	Pericycle	AT1G67080	3.9398909	2.6195197	8.151870354395451e-05	0.011179115769053153
1143	Pericycle	AT1G17380	3.9272258	3.941622	8.593127794127022e-05	0.011685209576854073
1144	Pericycle	AT1G27030	3.9226403	1.7097765	8.758386900518147e-05	0.011713075770593774
1145	Pericycle	AT1G71880	3.9156528	4.595692	9.015995094946513e-05	0.011958756772657743
1146	Pericycle	AT4G31500	3.8824618	3.2052155	0.00010340425617387384	0.013339832763779775
1147	Pericycle	AT4G25810	3.88137	2.4896843	0.00010386966556891926	0.013339832763779775
1148	Pericycle	AT1G11580	3.8752558	2.3592606	0.00010651270571065121	0.013571563809525653
1149	Pericycle	AT3G61640	3.854075	1.7112707	0.00011616804771150288	0.014426991021472305
1150	Pericycle	AT2G16990	3.8510177	4.4944816	0.00011762794373633085	0.014426991021472305
1151	Pericycle	AT4G01440	3.8501444	7.0368576	0.0001180482240344981	0.014426991021472305
1152	Pericycle	AT1G48600	3.8490527	2.4358647	0.00011857556580495716	0.014426991021472305
1153	Pericycle	AT5G60890	3.8261247	2.2963274	0.0001301764001195122	0.015720257512939897
1154	Pericycle	AT5G59730	3.7872562	1.9184916	0.00015231993241701368	0.018258082565719373
1155	Pericycle	AT3G29000	3.7780852	2.2260182	0.0001580388317441348	0.018804296877085215
1156	Pericycle	AT5G51190	3.7678223	3.5199924	0.000164677922794798	0.019171353573132526
1157	Pericycle	AT5G10580	3.7621448	9.349199	0.00016846245762375036	0.01919760203709527
1158	Pericycle	AT5G52870	3.7154155	4.8189874	0.00020287004256797994	0.022679434306876637
1159	Pericycle	AT2G29060	3.7149787	3.3408556	0.00020322073751681573	0.022679434306876637
1160	Pericycle	AT1G74100	3.71214	2.6124604	0.00020551417302418795	0.02277829005395486
1161	Pericycle	AT5G23020	3.6215203	7.8908076	0.00029287692457355906	0.03138632048641942
1162	Pericycle	AT5G43620	3.6086369	1.55698	0.0003078100746367474	0.0325554420115807
1163	Pericycle	AT2G05830	3.6031778	2.5854917	0.0003143502621888834	0.033031272355457865
1164	Pericycle	AT2G41100	3.5907314	2.2028909	0.00032975147655333524	0.03407303688338036
1165	Pericycle	AT4G08290	3.583307	9.572657	0.0003392714662054337	0.03474741054516663
1166	Pericycle	AT3G25780	3.5450938	1.8168894	0.0003924734034559956	0.038821996442841754
1167	Pericycle	AT5G60580	3.5219476	4.1212807	0.0004283889594265506	0.04176018157494242
1168	Pericycle	AT3G30122	3.5143049	2.6124604	0.0004409064755787039	0.04246874159413444
1169	Pericycle	AT2G22850	3.5020766	4.3639865	0.00046164680523164424	0.04420336451040514
1170	Pericycle	AT3G53100	3.4931238	2.631891	0.00047740507064375953	0.04544334619504304
1171	Pericycle	AT3G11280	3.4706326	2.8132005	0.0005192338479672483	0.048446042940033816
1172	Pericycle	AT4G22212	3.4697592	2.3151798	0.0005209251929035895	0.048446042940033816
1173	Procambium	AT1G62480	7.0954533	3.400545	1.2892818441171274e-12	1.8966508001366688e-09
1174	Procambium	AT1G12080	6.2353654	5.743291	4.5072473817232334e-10	2.3407455431266112e-07
1175	Procambium	AT4G34050	5.7107224	2.5556362	1.1249744383262554e-08	3.569477717842248e-06
1176	Procambium	AT1G63420	5.237185	4.0681767	1.630442275294907e-07	3.817509028291285e-05
1177	Procambium	AT4G24060	4.9994197	2.1702502	5.750318414690201e-07	0.00011211042480303233
1178	Procambium	AT1G32100	4.971511	3.6090453	6.643309205463722e-07	0.0001242605746414409
1179	Procambium	AT5G24800	4.797899	4.0853333	1.6033886182282368e-06	0.0002594603462016933
1180	Procambium	AT2G44160	4.733021	2.1144361	2.212030751710959e-06	0.0003404145391415662
1181	Procambium	AT2G02130	4.703119	2.6598766	2.5621743501334493e-06	0.0003769191393987225
1182	Procambium	AT1G33470	4.259664	2.9174678	2.047343111814958e-05	0.0020968421667968136
1183	Procambium	AT3G59680	4.1300893	3.371952	3.626225789894975e-05	0.00347216483621778
1184	Procambium	AT1G75500	4.0991	3.8282568	4.14760001436661e-05	0.003850267716430716
1185	Procambium	AT2G31900	4.0342216	5.076197	5.478355368133219e-05	0.0047845929558163365
1186	Procambium	AT5G54980	4.0333157	4.0715814	5.499532133122226e-05	0.0047845929558163365
1187	Procambium	AT1G77690	3.9925404	4.287203	6.536920955754977e-05	0.005445411718598616
1188	Procambium	AT1G15950	3.9894595	2.6463902	6.622401626837323e-05	0.005467535873749059
1189	Procambium	AT5G17920	3.8644152	1.2583274	0.00011135569149770748	0.0084203635505416
1190	Procambium	AT2G29890	3.7901134	2.775624	0.00015057851845216247	0.010640443605209141
1191	Procambium	AT5G44530	3.7382834	3.3984683	0.00018528100828924148	0.012750166880461728
1192	Procambium	AT5G67600	3.6625319	2.1796405	0.0002497346478038971	0.016295185769204287
1193	Procambium	AT1G75750	3.6146889	3.0633228	0.0003007085823798859	0.01893411003918799
1194	Procambium	AT3G50660	3.5097604	2.8663988	0.0004485108579940037	0.026488331036711558
1195	Procambium	AT3G56480	3.505411	2.5477307	0.0004559030586272797	0.026669582223733293
1196	Procambium	AT5G24580	3.4312904	3.2440536	0.0006007171621886387	0.03387040110988345
1197	Procambium	AT3G59690	3.3789167	3.273898	0.0007277204594702977	0.03951668615821596
1198	Procambium	AT2G07680	3.3713052	3.7072854	0.0007481288993367222	0.04027295857265998
1199	Procambium	AT1G77020	3.32165	4.202518	0.0008948685863567672	0.046117081096895565
1200	Procambium	AT2G44300	3.3176632	6.056176	0.0009077389889644656	0.046631848633088835
1201	Procambium	AT3G12090	3.3058836	2.2666864	0.000946774222637443	0.048006601501531826
1202	Procambium	AT5G16600	3.2970035	3.550807	0.0009772224884588925	0.049109982323732294
1203	Root cap	AT5G26260	15.897074	12.956708	6.639434224992696e-57	1.074393246288318e-52
1204	Root cap	AT3G16420	13.471168	5.331644	2.3118169451492264e-41	1.870491090320239e-37
1205	Root cap	AT3G16460	13.011739	8.150418	1.0492739854186935e-38	5.659783877348433e-35
1206	Root cap	AT1G66270	12.209426	7.523447	2.768354051337151e-34	1.1199376314684443e-30
1207	Root cap	AT1G66280	12.156378	7.2818065	5.305958675367203e-34	1.7172204656958417e-30
1208	Root cap	AT1G36060	11.759481	8.038866	6.312073224881458e-32	1.7023661487505293e-28
1209	Root cap	AT3G15950	11.696788	5.1416492	1.3236912659345228e-31	3.059996009336064e-28
1210	Root cap	AT5G26290	11.532822	4.549987	9.014038609437322e-31	1.8233146597239343e-27
1211	Root cap	AT3G23510	10.870685	4.394203	1.5900357301518223e-27	2.8588842428129766e-24
1212	Root cap	AT2G47140	10.476842	5.511361	1.103673743444699e-25	1.785964851642212e-22
1213	Root cap	AT2G22970	10.404182	3.671862	2.3728401974819936e-25	3.199775006304469e-22
1214	Root cap	AT4G10380	10.278475	9.683208	8.811111500711334e-25	1.096780048496237e-21
1215	Root cap	AT3G20370	10.222533	4.5980296	1.5717926884017225e-24	1.8167678059797624e-21
1216	Root cap	AT4G30290	9.929964	4.7489743	3.0836541102207286e-23	3.326646054106122e-20
1217	Root cap	AT3G16410	9.9219265	4.4542646	3.342403317925343e-23	3.3804231556667437e-20
1218	Root cap	AT5G41080	9.864538	6.815569	5.930656784978504e-23	5.645287534971891e-20
1219	Root cap	AT2G39450	9.286635	4.3194165	1.5924247790949908e-20	1.4315898764063966e-17
1220	Root cap	AT5G07440	9.010785	4.290589	2.045862343988668e-19	1.6553072225212316e-16
1221	Root cap	AT5G38200	8.941502	4.3461423	3.8391885429184524e-19	2.958369000071733e-16
1222	Root cap	AT1G78380	8.672081	2.8784506	4.2429331576428395e-18	2.9851801894337577e-15
1223	Root cap	AT5G45280	8.4623	4.8238745	2.621553055867531e-17	1.7675821479186828e-14
1224	Root cap	AT1G78040	8.376619	2.5758421	5.446974632774853e-17	3.525717740302507e-14
1225	Root cap	AT3G48260	8.317302	5.865977	8.998846756674964e-17	5.600743777558241e-14
1226	Root cap	AT2G29420	8.3083	2.3934436	9.708315293014761e-17	5.818516965613513e-14
1227	Root cap	AT1G17060	8.274702	4.039826	1.287767737222552e-16	7.442377687048335e-14
1228	Root cap	AT2G18980	8.241426	5.6103787	1.7016898446462754e-16	9.495429333126216e-14
1229	Root cap	AT3G23050	8.106556	3.04153	5.207471746715994e-16	2.808910260178607e-13
1230	Root cap	AT4G21850	7.941946	3.330706	1.990334328166801e-15	1.0389545193030701e-12
1231	Root cap	AT1G66800	7.923299	2.136184	2.3129072361202496e-15	1.1696082779655585e-12
1232	Root cap	AT5G60950	7.8546576	4.4786267	4.008649797982851e-15	1.9656960918472273e-12
1233	Root cap	AT2G25220	7.839226	4.1742053	4.533332431500199e-15	2.157599570780477e-12
