	group	names	scores	logfoldchanges	pvals	pvals_adj
96	Columella	AT1G18740	14.278419	2.7419298	2.982935975728821e-46	5.207129665300454e-44
97	Columella	AT1G52690	14.224893	3.181312	6.4202761365824286e-46	1.1123847094256287e-43
98	Columella	AT2G28400	14.205172	2.857015	8.509341767209913e-46	1.4634176874763893e-43
99	Columella	AT4G00100	14.107272	2.8205411	3.425731115508483e-45	5.848176419761798e-43
100	Columella	AT5G20230	14.088593	2.7913299	4.463681577369355e-45	7.564474100860168e-43
101	Columella	AT5G09980	14.061003	2.1811333	6.594510679744696e-45	1.1014730536088676e-42
102	Columella	AT1G08360	14.050793	3.1329892	7.617654120792159e-45	1.2632791123030824e-42
103	Columella	AT5G57290	14.040994	2.6802552	8.747763125520018e-45	1.4404029537957323e-42
104	Columella	AT1G41880	13.956496	3.2170808	2.8721114650268694e-44	4.6630637680789386e-42
105	Columella	AT1G69620	13.953757	2.5654263	2.9845964655626936e-44	4.812040009789518e-42
106	Columella	AT1G28480	13.923575	2.1978798	4.55532557802559e-44	7.293861651380699e-42
107	Columella	AT4G09800	13.878479	3.056357	8.553941257128252e-44	1.3602524257996344e-41
108	Columella	AT3G02080	13.876792	2.9329083	8.757696016867904e-44	1.3831797851947083e-41
109	Columella	AT3G05560	13.870051	2.8420851	9.620733596811642e-44	1.5092200805214588e-41
110	Columella	AT3G04920	13.86366	2.8033295	1.0517269964659825e-43	1.6387883004664908e-41
111	Columella	AT3G16080	13.8554	3.532083	1.1799715069651148e-43	1.8263598984806048e-41
112	Columella	AT5G19110	13.784512	1.8427246	3.158981797726276e-43	4.825136868277035e-41
113	Columella	AT5G02450	13.740502	2.7585423	5.807147763730915e-43	8.754840885100043e-41
114	Columella	AT3G49010	13.733301	2.8616016	6.4143223029570175e-43	9.607827155338909e-41
115	Columella	AT1G18540	13.729064	2.8751554	6.800645851374415e-43	1.0121191969958962e-40
116	Columella	AT1G22190	13.72824	2.0515416	6.8784039355106555e-43	1.0171713641449102e-40
117	Columella	AT1G76600	13.711937	1.6069288	8.612757237424982e-43	1.2655847138056697e-40
118	Columella	AT1G66270	13.706223	1.5304008	9.318388410244514e-43	1.3606605265449489e-40
119	Columella	AT3G53870	13.69285	2.989036	1.120268186190245e-42	1.6255791549236824e-40
120	Columella	AT5G45775	13.679307	3.4167037	1.3497246063152457e-42	1.9463699493677674e-40
121	Columella	AT2G04025	13.663291	9.6248865	1.6820764607969097e-42	2.4106647648346825e-40
122	Columella	AT5G47210	13.658451	3.2548473	1.7976715332043722e-42	2.560523925546375e-40
123	Columella	AT1G45145	13.651298	1.4242903	1.9831434442041556e-42	2.807478130737066e-40
124	Columella	AT1G52300	13.636271	2.7203867	2.4370558954222617e-42	3.42915919539507e-40
125	Columella	AT5G28060	13.635536	2.908071	2.4617455953543216e-42	3.4430329811651376e-40
126	Columella	AT5G19510	13.628579	2.3905165	2.7080097688985936e-42	3.7647822038633915e-40
127	Columella	AT4G17490	13.564761	1.9772687	6.479044303285534e-42	8.900826721265103e-40
128	Columella	AT5G03850	13.486669	2.7969117	1.8737779180483839e-41	2.529273367635426e-39
129	Columella	AT5G67600	13.479676	1.6625915	2.06010131658787e-41	2.7647035992613048e-39
130	Columella	AT5G02260	13.472923	0.8370896	2.257485058002186e-41	3.0121856661860203e-39
131	Columella	AT4G36040	13.4669	1.658854	2.449372184617944e-41	3.2495470863014175e-39
132	Columella	AT3G56020	13.444764	2.6709127	3.3045688558405016e-41	4.359214495798234e-39
133	Columella	AT4G34410	13.378717	2.2853456	8.052531329891221e-41	1.0562464400343757e-38
134	Columella	AT5G02500	13.354127	1.767807	1.1206370913433162e-40	1.4454350749843207e-38
135	Columella	AT3G18740	13.312752	2.840579	1.951587657637095e-40	2.5033155053790294e-38
136	Columella	AT5G05410	13.294721	1.4684231	2.4839797944102566e-40	3.1687120267485127e-38
137	Columella	AT2G36160	13.266402	3.0800192	3.625753395768782e-40	4.599951726205672e-38
138	Columella	AT3G22910	13.236846	2.6569161	5.3759134001416924e-40	6.783292467994004e-38
139	Columella	AT3G16410	13.223111	1.7750847	6.453791846448455e-40	8.099334340486152e-38
140	Columella	AT3G61110	13.0265875	3.178749	8.638530052942604e-39	1.0725173916533072e-36
141	Columella	AT3G55750	12.985029	2.6514165	1.4878183108554375e-38	1.8373764746346113e-36
142	Columella	AT3G53890	12.857108	2.546873	7.845729658441973e-38	9.48720341041913e-36
143	Columella	AT4G23590	12.849116	3.3353922	8.699794646133898e-38	1.0465447269393301e-35
144	Columella	AT2G40140	12.810335	1.2737584	1.435138862462565e-37	1.7175061324635756e-35
145	Columella	AT5G02020	12.809376	2.1286376	1.4529785659463246e-37	1.729938634132093e-35
146	Columella	AT2G43460	12.775337	2.1722155	2.2517016933264335e-37	2.6672325619367246e-35
147	Columella	AT1G33750	12.768439	3.1665292	2.4603916005779304e-37	2.899640192417148e-35
148	Columella	AT2G27720	12.73272	2.8857665	3.890425158878889e-37	4.5618182279642e-35
149	Columella	AT1G09070	12.673944	1.6674564	8.246140790395547e-37	9.524907996547931e-35
1500	LRC	AT5G60530	85.66258	49.211678	0.0	0.0
1501	LRC	AT5G54370	82.66782	35.64261	0.0	0.0
1502	LRC	AT3G48340	81.41095	29.18511	0.0	0.0
1503	LRC	AT1G52050	72.85381	14.559163	0.0	0.0
1504	LRC	AT3G16440	71.49689	20.360163	0.0	0.0
1505	LRC	AT1G17180	70.96173	14.480508	0.0	0.0
1506	LRC	AT1G52070	68.0293	41.19377	0.0	0.0
1507	LRC	AT1G06090	65.83322	15.93734	0.0	0.0
1508	LRC	AT1G15385	65.05661	8.126282	0.0	0.0
1509	LRC	AT5G55110	64.42954	8.140951	0.0	0.0
1510	LRC	AT1G47600	63.996727	44.64281	0.0	0.0
1511	LRC	AT3G03500	61.827644	6.9653816	0.0	0.0
1512	LRC	AT1G52060	61.637333	14.621557	0.0	0.0
1513	LRC	AT5G48180	60.83326	5.685213	0.0	0.0
1514	LRC	AT5G35735	59.793446	6.898338	0.0	0.0
1515	LRC	AT1G51470	59.705795	34.967007	0.0	0.0
1516	LRC	AT1G09070	59.57481	7.8985662	0.0	0.0
1517	LRC	AT5G16230	54.261246	6.557214	0.0	0.0
1518	LRC	AT3G49190	54.081856	8.331969	0.0	0.0
1519	LRC	AT1G25275	51.494656	7.143238	0.0	0.0
1520	LRC	AT1G26820	50.411037	9.571107	0.0	0.0
1521	LRC	AT5G44380	50.25309	5.258233	0.0	0.0
1522	LRC	AT5G02260	48.685837	4.6648135	0.0	0.0
1523	LRC	AT4G21990	48.53678	4.9917808	0.0	0.0
1524	LRC	AT5G43580	48.362167	4.6703672	0.0	0.0
1525	LRC	AT3G06460	48.015564	8.323705	0.0	0.0
1526	LRC	AT4G19030	47.533222	5.201896	0.0	0.0
1527	LRC	AT5G08790	47.416035	5.271835	0.0	0.0
1528	LRC	AT3G22740	46.407185	6.5800724	0.0	0.0
1529	LRC	AT3G45010	46.181015	4.1413794	0.0	0.0
1530	LRC	AT2G15830	46.02004	6.2878704	0.0	0.0
1531	LRC	AT1G76680	45.649418	9.345668	0.0	0.0
1532	LRC	AT5G24070	45.09921	4.483635	0.0	0.0
1533	LRC	AT5G04200	44.56842	8.594278	0.0	0.0
1534	LRC	AT2G29420	44.13883	4.7560096	0.0	0.0
1535	LRC	AT3G53990	44.11905	6.6917253	0.0	0.0
1536	LRC	AT3G19430	44.026295	8.676292	0.0	0.0
1537	LRC	AT1G74020	43.78617	3.9854426	0.0	0.0
1538	LRC	AT1G33280	43.740227	4.2814155	0.0	0.0
1539	LRC	AT2G43610	43.664715	5.8451843	0.0	0.0
1540	LRC	AT2G37540	43.08089	6.9783425	0.0	0.0
1541	LRC	AT1G17860	42.912846	3.455263	0.0	0.0
1542	LRC	AT3G27880	41.538216	4.077709	0.0	0.0
1543	LRC	AT5G04970	41.484356	4.282437	0.0	0.0
1544	LRC	AT1G32920	41.093098	3.0069885	0.0	0.0
1545	LRC	AT4G00080	40.991947	3.8298626	0.0	0.0
1546	LRC	AT3G23050	40.902863	2.8499496	0.0	0.0
1547	LRC	AT4G05320	40.750565	4.90419	0.0	0.0
1548	LRC	AT1G78340	40.461384	3.6547093	0.0	0.0
1549	LRC	AT4G27400	40.27693	7.066406	0.0	0.0
1550	LRC	AT1G30700	39.981945	4.7076592	0.0	0.0
1551	LRC	AT2G36950	39.757904	3.9813771	0.0	0.0
1552	LRC	AT4G04460	39.215893	5.580833	0.0	0.0
1553	LRC	AT3G53480	39.00229	3.3002114	0.0	0.0
1554	LRC	AT2G26670	38.81872	4.865279	0.0	0.0
1555	LRC	AT2G22470	38.771446	5.148227	0.0	0.0
1556	LRC	AT5G64310	38.22755	2.6457207	0.0	0.0
1557	LRC	AT1G55240	38.10451	6.2933593	0.0	0.0
1558	LRC	AT1G05560	38.019627	4.7669005	0.0	0.0
1559	LRC	AT5G15870	37.98871	4.887289	0.0	0.0
1560	LRC	AT4G39090	37.939747	2.873984	0.0	0.0
1561	LRC	AT4G02890	37.819557	3.5653696	0.0	0.0
1562	LRC	AT5G05410	37.27811	2.7963703	3.714394321056994e-304	1.1653661209727058e-301
1563	LRC	AT1G03220	37.207256	4.899201	5.208260858953353e-303	1.6122692314976e-300
1564	LRC	AT2G01300	36.411358	3.3508022	2.814368894715222e-290	8.377077260077346e-288
1565	LRC	AT3G04330	36.15604	4.7433558	2.9902319937988193e-286	8.787875468357871e-284
1566	LRC	AT2G23410	36.0158	5.6312633	4.7334422946900733e-284	1.35674481180024e-281
1567	LRC	AT4G13890	35.89649	8.186706	3.465631856626291e-282	9.812387172596658e-280
1568	LRC	AT4G32020	35.63953	2.3774881	3.422976874900121e-278	9.574849892115194e-276
1569	LRC	AT2G32620	35.616417	8.776781	7.804079960343876e-278	2.156991957610759e-275
1570	LRC	AT3G20160	35.5421	7.0704036	1.1005887124442449e-276	3.0061609572727095e-274
1571	LRC	AT3G28210	35.40749	2.5763383	1.3094711354130044e-274	3.535115273358573e-272
1572	LRC	AT2G25460	35.387524	2.7007565	2.6563033179120436e-274	7.08866599217976e-272
1573	LRC	AT1G66580	35.1195	4.9046497	3.3973259973422366e-270	8.963149736397126e-268
1574	LRC	AT2G40000	35.083813	2.3328538	1.1902260284380628e-269	3.1048851350838767e-267
1575	LRC	AT1G76600	35.024654	2.7753623	9.482990418065382e-269	2.4462954281802666e-266
1576	LRC	AT3G13435	34.655987	2.6882887	3.629488584994643e-263	9.060842632023724e-261
1577	LRC	AT2G32610	34.517193	7.112589	4.429492219499344e-261	1.08252127221175e-258
1578	LRC	AT5G54940	34.47745	2.3452132	1.7469932527641366e-260	4.224993994731766e-258
1579	LRC	AT1G12740	34.45036	3.386956	4.447752706087374e-260	1.064571902858047e-257
1580	LRC	AT1G68450	34.431183	5.5671663	8.613760346235294e-260	2.0406701424341306e-257
1581	LRC	AT1G79245	34.33109	2.4537141	2.697897126175775e-258	6.326977533174038e-256
1582	LRC	AT5G51520	34.182137	5.214291	4.456000691973507e-256	1.0142643927994991e-253
1583	LRC	AT5G20230	34.167408	5.410916	7.374002584719068e-256	1.6621574564021613e-253
1584	LRC	AT1G55920	34.163715	3.049294	8.366897391928522e-256	1.8678293918115815e-253
1585	LRC	AT5G01220	34.08091	4.749063	1.4148889652709406e-254	3.1285216292090885e-252
1586	LRC	AT3G09440	34.0048	3.107601	1.8920589379114158e-253	4.1441445624046545e-251
1587	LRC	AT5G20045	33.80203	4.7796483	1.8413161927171178e-250	3.99531196694517e-248
1588	LRC	AT1G11190	33.491764	6.9504757	6.352035175676347e-246	1.352983492419062e-243
1589	LRC	AT4G17500	32.719765	3.0864651	8.176632505028913e-235	1.650755451037011e-232
1590	LRC	AT4G22640	32.681965	7.264496	2.817833028862161e-234	5.639795640611446e-232
1591	LRC	AT1G25400	32.677734	2.671666	3.235849825330823e-234	6.4210876405731386e-232
1592	LRC	AT1G06080	32.53901	6.89428	2.9950214626992418e-232	5.843312041973806e-230
1593	LRC	AT3G47400	32.014194	4.618131	6.919864335700209e-225	1.2956329861447722e-222
1594	LRC	AT1G17060	31.836739	3.0908093	2.0087515872576865e-222	3.730974848108936e-220
1595	LRC	AT1G30730	31.450968	3.1474645	4.0717623274162815e-217	7.443630390206599e-215
1596	LRC	AT5G23210	31.450153	3.4994807	4.17745620418398e-217	7.577187554104646e-215
1597	LRC	AT4G10350	31.191538	3.8307114	1.3877348714569951e-213	2.440836402319474e-211
1598	LRC	AT1G45145	31.172564	2.4710665	2.5091371987066404e-213	4.347361070326274e-211
1599	LRC	AT2G14095	30.864521	7.791056	3.5768484477999863e-209	6.151384475005354e-207
1600	LRC	AT1G03070	30.812805	5.197894	1.7654878629097461e-208	3.013921449498204e-206
1601	LRC	AT5G14730	30.554945	2.1955757	4.861041174543139e-205	8.061342353526289e-203
1602	LRC	AT5G06320	30.547125	2.0149994	6.174401000774936e-205	1.0166742413829199e-202
1603	LRC	AT4G30850	30.46628	3.361055	7.292084617259225e-204	1.1922558349218833e-201
1604	LRC	AT4G08555	30.319916	3.3500025	6.264380764539242e-202	1.0170638336385146e-199
1605	LRC	AT1G07590	30.302933	3.919232	1.0487774875214054e-201	1.690935203318366e-199
1606	LRC	AT4G36040	30.22872	2.7674646	9.936064971642456e-201	1.5800384962097458e-198
1607	LRC	AT3G05500	30.218	1.8617153	1.3743018170580714e-200	2.170555461676003e-198
1608	LRC	AT4G18950	29.816053	3.1839159	2.4196401165447066e-195	3.795728688230977e-193
1609	LRC	AT4G30470	29.708754	2.761731	5.918602132972003e-194	9.222294343705436e-192
1610	LRC	AT5G44610	29.704075	2.2217278	6.802555709667602e-194	1.0528995727423514e-191
1611	LRC	AT5G22140	29.669043	4.195568	1.926809865520004e-193	2.9625658707137706e-191
1612	LRC	AT5G54870	29.637762	4.0843306	4.876638275493504e-193	7.448744134350834e-191
1613	LRC	AT1G11260	29.303858	2.5867498	9.261322857701414e-189	1.4053603450147303e-186
1614	LRC	AT2G47140	29.264158	2.278679	2.96593873551652e-188	4.47144153392773e-186
1615	LRC	AT1G50060	29.074314	14.446058	7.584567096517585e-186	1.1360702856764437e-183
1616	LRC	AT2G31945	29.073019	4.3039274	7.876064312202056e-186	1.1721704175409944e-183
1617	LRC	AT4G15160	29.056622	4.563432	1.2692319109877837e-185	1.876927215121234e-183
1618	LRC	AT5G56980	29.047094	2.4430418	1.6744788746582866e-185	2.4605301286671797e-183
1619	LRC	AT3G61930	28.894342	5.157519	1.4062727323637732e-183	2.0534235237289134e-181
1620	LRC	AT3G60130	28.748833	2.397882	9.36709542486626e-182	1.3592240904944996e-179
1621	LRC	AT1G78850	28.648716	2.8777406	1.6631878818062005e-180	2.3983995684406556e-178
1622	LRC	AT4G04610	28.630386	3.005103	2.813236107506148e-180	4.0317841177759406e-178
1623	LRC	AT2G43880	28.605492	4.6025505	5.741050025764409e-180	8.177298064305048e-178
1624	LRC	AT1G33590	28.207247	3.499133	4.765350095451267e-175	6.705280797944973e-173
1625	LRC	AT4G17490	28.195585	3.0233197	6.623777365355055e-175	9.264110788641464e-173
1626	LRC	AT5G23530	28.173985	5.142753	1.2185485806924268e-174	1.6940743950859923e-172
1627	LRC	AT3G01650	28.130224	3.3644702	4.183411170110615e-174	5.78132482955108e-172
1628	LRC	AT2G29995	28.055494	3.4459653	3.423257260758632e-173	4.67516257782548e-171
1629	LRC	AT2G21610	27.877068	6.045464	5.061883346440136e-171	6.872616704929862e-169
1630	LRC	AT2G45400	27.744862	2.180018	2.0098926213460504e-169	2.7130044761506543e-167
1631	LRC	AT1G17620	27.618979	2.1515925	6.584367812624669e-168	8.735386714611825e-166
1632	LRC	AT3G23920	27.575987	1.880682	2.1600292877195694e-167	2.833299433501991e-165
1633	LRC	AT2G40095	27.527037	3.285179	8.335927670601776e-167	1.0812024174768795e-164
1634	LRC	AT3G59480	27.513271	3.8042412	1.2181049913124469e-166	1.5711524212945045e-164
1635	LRC	AT1G62570	27.42044	1.6260349	1.5649099573408703e-165	2.007321241965911e-163
1636	LRC	AT4G25310	26.974575	3.6500587	2.937892064114033e-160	3.727269948225983e-158
1637	LRC	AT1G53700	26.823372	4.3134804	1.725194048382972e-158	2.1650719038544575e-156
1638	LRC	AT2G32190	26.818384	1.9139662	1.972535937379686e-158	2.462170261190547e-156
1639	LRC	AT3G10720	26.737766	2.6262107	1.7134533822665082e-157	2.12733942118083e-155
1640	LRC	AT4G26880	26.489788	6.5412526	1.2708519436368604e-154	1.561130665365978e-152
1641	LRC	AT3G04320	26.217995	2.942363	1.6570882070504475e-151	2.0142731362874474e-149
1642	LRC	AT2G41800	26.155731	2.5340037	8.481622843040173e-151	1.0256137372232485e-148
1643	LRC	AT4G15610	26.046623	2.2280488	1.4692641430253705e-149	1.7583456499288674e-147
1644	LRC	AT5G23220	25.996845	2.7930546	5.376108732415115e-149	6.40087776617855e-147
1645	LRC	AT1G20100	25.912327	1.9347374	4.8369373419111e-148	5.700465698840103e-146
1646	LRC	AT1G14240	25.871477	3.8934665	1.3950062744728211e-147	1.6357505391129035e-145
1647	LRC	AT3G23030	25.689848	1.2023968	1.5178712398921408e-145	1.753254556048549e-143
1648	LRC	AT3G14560	25.555378	3.6346757	4.784737710394615e-144	5.499369080308503e-142
1649	LRC	AT3G04720	25.458248	3.0935516	5.72074378954088e-143	6.510711204008364e-141
2571	Epidermis	AT4G12545	60.818455	13.401992	0.0	0.0
2572	Epidermis	AT3G09260	60.512684	18.445997	0.0	0.0
2573	Epidermis	AT4G12550	54.837364	14.1170025	0.0	0.0
2574	Epidermis	AT1G65310	54.60435	12.096008	0.0	0.0
2575	Epidermis	AT4G30280	53.711823	11.014897	0.0	0.0
2576	Epidermis	AT1G70850	52.842022	8.36134	0.0	0.0
2577	Epidermis	AT3G29250	50.362007	5.788972	0.0	0.0
2578	Epidermis	AT5G64100	48.885403	8.007091	0.0	0.0
2579	Epidermis	AT3G28550	48.847904	6.8435116	0.0	0.0
2580	Epidermis	AT3G01190	48.72594	7.010958	0.0	0.0
2581	Epidermis	AT3G16420	47.828552	7.3413215	0.0	0.0
2582	Epidermis	AT2G37130	47.73569	5.7918	0.0	0.0
2583	Epidermis	AT5G46900	47.068188	16.40047	0.0	0.0
2584	Epidermis	AT5G17820	46.925034	6.2070856	0.0	0.0
2585	Epidermis	AT4G22666	46.432114	8.099389	0.0	0.0
2586	Epidermis	AT4G23400	45.71739	5.871927	0.0	0.0
2587	Epidermis	AT5G46890	45.239166	17.148094	0.0	0.0
2588	Epidermis	AT1G14960	45.134876	7.1260414	0.0	0.0
2589	Epidermis	AT5G48010	42.57957	4.5600357	0.0	0.0
2590	Epidermis	AT1G23720	40.67366	4.2862353	0.0	0.0
2591	Epidermis	AT2G30930	39.929684	8.844767	0.0	0.0
2592	Epidermis	AT3G26520	39.43848	5.4652133	0.0	0.0
2593	Epidermis	AT1G53830	38.662594	5.395917	0.0	0.0
2594	Epidermis	AT5G60660	38.13346	4.2524447	0.0	0.0
2595	Epidermis	AT5G40730	37.904297	8.379968	0.0	0.0
2596	Epidermis	AT2G43150	37.399483	2.758778	3.983819986531368e-306	3.557398024126875e-303
2597	Epidermis	AT4G20260	37.364967	7.806222	1.4489098124884526e-305	1.2459014487609038e-302
2598	Epidermis	AT3G61430	36.16609	5.06972	2.0786160558650328e-286	1.7235438917506595e-283
2599	Epidermis	AT4G14880	35.356808	4.182892	7.880290133574566e-274	6.308851587282782e-271
2600	Epidermis	AT4G21850	35.259087	5.2566075	2.4897457268579772e-272	1.9268142180153888e-269
2601	Epidermis	AT1G06120	34.79735	7.173181	2.6670737773304193e-265	1.9974661899445273e-262
2602	Epidermis	AT5G40450	34.58829	4.8700504	3.78955686416197e-262	2.749441928601514e-259
2603	Epidermis	AT1G04040	34.312717	4.544159	5.070707636475991e-258	3.5674733089716087e-255
2604	Epidermis	AT4G35100	33.32632	5.6282134	1.6052153477337846e-243	1.0961260214216258e-240
2605	Epidermis	AT5G47990	32.74003	3.2798972	4.2097890922001735e-235	2.7925335243888977e-232
2606	Epidermis	AT1G30690	32.548782	4.330815	2.1785565081633897e-232	1.4049874013897061e-229
2607	Epidermis	AT2G22170	32.35594	3.3663127	1.1445580347541772e-229	7.181946998077765e-227
2608	Epidermis	AT4G29350	32.329674	3.8538265	2.6789037600175825e-229	1.636739699903374e-226
2609	Epidermis	AT5G44610	32.039097	3.0430963	3.1143365038886115e-225	1.8539884771995357e-222
2610	Epidermis	AT5G19230	32.028023	3.611295	4.4422797823945275e-225	2.5784102426963437e-222
2611	Epidermis	AT1G03870	31.713419	3.3531644	1.0148299289916098e-220	5.746660112536147e-218
2612	Epidermis	AT5G10430	31.45766	4.5943522	3.2979958205320962e-217	1.8230849753641352e-214
2613	Epidermis	AT4G12510	31.404152	3.8916688	1.775845275859937e-216	9.588325527823292e-214
2614	Epidermis	AT3G46280	31.359932	3.997119	7.123324723344983e-216	3.758687047770465e-213
2615	Epidermis	AT1G22530	30.901793	4.7830358	1.130033196312182e-209	5.830217937506652e-207
2616	Epidermis	AT1G21310	30.850796	3.011567	5.465515729675444e-209	2.7585408412146686e-206
2617	Epidermis	AT4G15290	30.771523	6.116104	6.302729895913495e-208	3.113414467945183e-205
2618	Epidermis	AT5G17330	30.644766	3.5989811	3.103022721844429e-206	1.5008933027721273e-203
2619	Epidermis	AT2G31570	30.388124	2.7565746	7.883916758621794e-203	3.73552847724331e-200
2620	Epidermis	AT3G16400	30.235065	5.1819477	8.200168029718598e-201	3.807666022919534e-198
2621	Epidermis	AT3G16240	30.156559	4.596282	8.799716491298578e-200	4.0059415250682176e-197
2622	Epidermis	AT5G45280	29.819649	3.136469	2.1734175999210963e-195	9.703891618724632e-193
2623	Epidermis	AT4G30190	29.61835	3.4840977	8.673514829104852e-193	3.799490448817497e-190
2624	Epidermis	AT4G12520	29.221642	3.4532943	1.0298175611268283e-187	4.427643391978069e-185
2625	Epidermis	AT3G01290	28.977938	3.1978538	1.248227671986556e-184	5.269109429183976e-182
2626	Epidermis	AT1G19900	28.960035	7.187516	2.0978694790693662e-184	8.697542088491692e-182
2627	Epidermis	AT1G01620	28.837711	4.4936132	7.2253754339005295e-183	2.943009499102958e-180
2628	Epidermis	AT4G30170	28.824804	2.48401	1.048756498319383e-182	4.198099934738123e-180
2629	Epidermis	AT5G26260	28.559347	3.7391288	2.1502680235491078e-179	8.46148689876943e-177
2630	Epidermis	AT1G72150	28.549063	3.0337634	2.8852943231363756e-179	1.1164646383376206e-176
2631	Epidermis	AT1G05850	28.452213	2.6996622	4.575421296757441e-178	1.7414353483084836e-175
2632	Epidermis	AT3G28940	28.433655	2.8909369	7.76149441490124e-178	2.906429287592937e-175
2633	Epidermis	AT5G48000	28.26225	2.7371533	1.0064154611350901e-175	3.650929337683341e-173
2634	Epidermis	AT3G16460	28.185192	2.3989866	8.881793810805798e-175	3.1724401062381265e-172
2635	Epidermis	AT2G39530	28.13574	4.31573	3.5815120371618034e-174	1.259878257072509e-171
2636	Epidermis	AT1G04250	26.936895	2.544821	8.12375852891901e-160	2.8150642054613828e-157
2637	Epidermis	AT4G33790	26.907125	6.899965	1.8126356079235014e-159	6.188817780758813e-157
2638	Epidermis	AT3G15950	26.838123	2.2514436	1.1606960248865486e-158	3.9054897985204347e-156
2639	Epidermis	AT1G11670	26.748493	2.7214947	1.2856129438486403e-157	4.264010816761983e-155
2640	Epidermis	AT5G45510	26.618265	2.8173978	4.1723487032053735e-156	1.364358025948157e-153
2641	Epidermis	AT4G37070	26.581264	3.0308692	1.1179461223588436e-155	3.6049104337229546e-153
2642	Epidermis	AT1G19910	26.495811	2.2603698	1.083190231179167e-154	3.4449900818200985e-152
2643	Epidermis	AT2G45960	25.915663	2.891142	4.435702062438422e-148	1.3916715511301735e-145
2644	Epidermis	AT1G14870	25.723824	2.591892	6.329209568389336e-146	1.9592701139906029e-143
2645	Epidermis	AT1G63220	25.209099	2.558495	3.183637398703176e-140	9.725593353380477e-138
2646	Epidermis	AT2G37170	25.034607	2.228989	2.5685001396729993e-138	7.74452827828416e-136
2647	Epidermis	AT1G70410	24.972797	2.2141778	1.207676532734147e-137	3.594695648780602e-135
2648	Epidermis	AT4G33740	24.68615	3.1258852	1.5064643959070264e-134	4.427289098705497e-132
2649	Epidermis	AT5G44380	24.551556	1.5729816	4.162636400706688e-133	1.2080491164400898e-130
2650	Epidermis	AT2G43590	23.80921	4.7800946	2.681289322623589e-125	7.500180024500224e-123
2651	Epidermis	AT2G15970	23.571602	2.2688427	7.539216642088997e-123	2.0837856283259553e-120
2652	Epidermis	AT1G12110	23.407627	2.9779599	3.5737922258436396e-121	9.761498130283738e-119
2653	Epidermis	AT3G23510	23.293367	4.25744	5.175551031524585e-120	1.397218236033794e-117
2654	Epidermis	AT4G01630	23.26907	3.8741775	9.121879629914906e-120	2.4066213564515267e-117
2655	Epidermis	AT2G39040	23.06911	3.952066	9.458682196043064e-118	2.440024717172576e-115
2656	Epidermis	AT4G23710	23.026701	1.8352534	2.518476747345736e-117	6.4254367739698845e-115
2657	Epidermis	AT3G28345	23.006615	3.6457067	4.002232954635865e-117	1.0099982881280529e-114
2658	Epidermis	AT4G19030	22.944231	3.2255905	1.682456321377722e-116	4.2001707971426426e-114
2659	Epidermis	AT1G17190	22.687021	2.0918663	6.017849281482402e-114	1.4706990186123886e-111
2660	Epidermis	AT2G38750	22.626055	1.9422361	2.4015418610189114e-113	5.8079788945079235e-111
2661	Epidermis	AT5G14330	22.534573	1.3151426	1.9026670902649948e-112	4.554043488111586e-110
2662	Epidermis	AT2G21045	22.37998	2.5538714	6.1673145208812185e-111	1.4610871554214208e-108
2663	Epidermis	AT2G21520	22.32805	2.6177251	1.9734822227419792e-110	4.628114824787933e-108
2664	Epidermis	AT5G37600	21.94377	1.960481	9.931788200837736e-107	2.2830329372163336e-104
2665	Epidermis	AT5G09978	21.837494	4.061329	1.0220958906833658e-105	2.3264706170584025e-103
2666	Epidermis	AT5G07460	21.668987	3.3076074	4.025039972640064e-104	9.072752722794598e-102
2667	Epidermis	AT4G17870	21.556814	2.4986362	4.57012610817099e-103	1.0202367101289026e-100
2668	Epidermis	AT4G30290	21.516798	3.1160586	1.0839490523003482e-102	2.3967662045006843e-100
2669	Epidermis	AT3G23600	21.499245	1.7776635	1.5824334295339481e-102	3.465977069197139e-100
2670	Epidermis	AT3G49845	21.303658	2.7352548	1.049932673289894e-100	2.2570635996084694e-98
2671	Epidermis	AT4G38920	21.038534	1.7281904	2.912367282488264e-98	6.203342311700002e-96
2672	Epidermis	AT4G30670	20.969751	2.0857038	1.2390855665841655e-97	2.615259054489506e-95
2673	Epidermis	AT1G49240	20.915081	1.8990456	3.90367800244297e-97	8.165017313758417e-95
2674	Epidermis	AT4G25830	20.91182	3.7080982	4.1798154371759277e-97	8.664533482581564e-95
2675	Epidermis	AT5G23750	20.842733	2.2720227	1.7741539896489425e-96	3.645179927228274e-94
2676	Epidermis	AT1G29050	20.289516	3.0488527	1.5915281477220522e-91	3.24127271979499e-89
2677	Epidermis	AT1G51800	20.203224	4.889462	9.171022615607082e-91	1.851509844056953e-88
2678	Epidermis	AT1G75780	20.161945	2.440812	2.114073701029909e-90	4.231245613518224e-88
2679	Epidermis	AT2G01880	20.071167	2.8224125	1.3187068488606083e-89	2.6167877700851918e-87
2680	Epidermis	AT5G16730	20.033064	2.1479778	2.836570688334744e-89	5.5810730229718435e-87
2681	Epidermis	AT3G46010	19.936853	2.62111	1.949519367848951e-88	3.803528669188999e-86
2682	Epidermis	AT1G47128	19.835554	1.859719	1.4689127099504255e-87	2.818491436935457e-85
2683	Epidermis	AT3G05900	19.682514	1.7299283	3.0451518845366717e-86	5.795023877318681e-84
