query_celltype,Columella,Cortex,Endodermis,Epidermis,LRC,Pericycle,Phloem,Procambium,Root cap,Root hair,Stele,Xylem
Cortex,0.0,97.87604807595442,0.28053791299172004,1.5745651777701393,0.0,0.0,0.0,0.0,0.0,0.12857987678787167,0.14026895649586002,0.0
Endodermis,0.1140548357759456,1.2534850088709315,95.61820702816335,0.029818257719201463,0.0419940462878754,0.0,0.06261834121032307,0.0,0.01789095463152088,0.05392134937555598,2.7359493884772315,0.07206078948807021
Epidermis,0.24764065502575353,2.325443076713452,0.13517503003589165,93.01469514786525,2.3027336716674216,0.0,0.05385373196629923,0.0,0.6733879296267979,1.2175485305392835,0.01362564302761788,0.01589658353222086
Pericycle,0.19825747950383846,0.0,1.6946206013933502,0.1980725378251968,0.2640967171002624,87.84729735477916,0.7262659720257215,0.0,0.0,0.1320483585501312,8.806922736914913,0.1324182419074145
Procambium,0.12065599577445096,0.0807825551107912,2.047527069923515,0.0,0.0,0.0,0.8026471821905535,75.08634930169694,0.06006907944135756,0.0,19.27181776284106,2.5301510530213194
Root cap,0.14847519072359996,0.0,0.0,4.407754116835538,0.26601805004645,0.0,0.0,0.0,91.67002626154935,3.4842178089804805,0.023508571864569998,0.0
Root hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
